sample_id,mae_shoulder_pan,bias_shoulder_pan,mae_shoulder_lift,bias_shoulder_lift,mae_elbow_flex,bias_elbow_flex,mae_wrist_flex,bias_wrist_flex,mae_wrist_roll,bias_wrist_roll,mae_gripper,bias_gripper,mae_all
sample_000000,0.726823091506958,0.5595267415046692,0.3041943311691284,0.3041943311691284,0.22635293006896973,0.21735629439353943,0.13994315266609192,-0.08573360741138458,0.1823727786540985,-0.1823727786540985,0.12682241201400757,0.05530247092247009,0.28441813588142395
sample_000001,0.42169785499572754,0.011788621544837952,0.5037174820899963,0.49148857593536377,0.4654524624347687,-0.07147178798913956,1.0645672082901,1.0582208633422852,0.22872477769851685,-0.22872477769851685,0.5837909579277039,-0.5837909579277039,0.5446584224700928
sample_000002,0.8557420969009399,0.8557420969009399,0.8855131268501282,0.8855131268501282,0.5593807697296143,0.5593807697296143,0.5586223602294922,0.5586223602294922,0.15473756194114685,-0.15473756194114685,0.926162838935852,-0.7272673845291138,0.6566931009292603
sample_000003,1.1622555255889893,1.138843297958374,0.8842865228652954,0.8842865228652954,0.3706757426261902,0.33544570207595825,0.7503507733345032,0.7503507733345032,0.24656452238559723,-0.19606174528598785,0.7690098285675049,-0.6998651027679443,0.697190523147583
sample_000004,1.1436073780059814,1.0974268913269043,0.3784584403038025,-0.1560782790184021,0.14568188786506653,0.14568188786506653,0.6275546550750732,-0.5461907982826233,0.19137868285179138,-0.19137868285179138,0.5173607468605042,0.1254463791847229,0.5006735920906067
sample_000005,1.1977089643478394,0.239257350564003,0.4103222191333771,-0.40777796506881714,0.12536504864692688,0.010536804795265198,0.7231796979904175,-0.7231796979904175,0.14068548381328583,-0.14068548381328583,0.49825090169906616,0.49825090169906616,0.5159187316894531
sample_000006,0.6825708150863647,-0.6825708150863647,0.34405601024627686,0.34405601024627686,0.24152091145515442,0.24152091145515442,0.27625998854637146,-0.27574145793914795,0.11792497336864471,-0.0756663978099823,0.35495856404304504,-0.2286136895418167,0.3362152576446533
sample_000007,0.39057672023773193,0.39057672023773193,0.4661795198917389,0.31928035616874695,0.2123175710439682,0.09543846547603607,0.44128620624542236,0.35313862562179565,0.09247072041034698,-0.059232622385025024,0.6169811487197876,-0.2994113862514496,0.3699686527252197
sample_000008,0.14206230640411377,0.13951252400875092,0.10757730156183243,-0.10757730156183243,0.0861668512225151,-0.0861668512225151,0.08494925498962402,-0.08494925498962402,0.03282799571752548,0.03111342340707779,0.04254761338233948,0.0022111032158136368,0.08268854767084122
sample_000009,0.4399755001068115,0.3569481670856476,0.845797061920166,0.845797061920166,0.4691520631313324,0.4691520631313324,0.6033333539962769,0.6033333539962769,0.2197238653898239,-0.20235829055309296,0.8860385417938232,-0.7603099346160889,0.5773367285728455
sample_000010,1.4900760650634766,1.4900760650634766,0.18256913125514984,0.06648700684309006,0.21184563636779785,0.13080959022045135,0.44184422492980957,-0.44184422492980957,0.2644340991973877,-0.2644340991973877,0.38879865407943726,-0.36003947257995605,0.49659463763237
sample_000011,1.7906073331832886,1.6546850204467773,0.15459485352039337,0.1337195634841919,0.1459636241197586,0.12503603100776672,0.36075398325920105,-0.36075398325920105,0.30031996965408325,-0.2837470471858978,0.5461400151252747,-0.5461400151252747,0.5497299432754517
sample_000012,0.4677266478538513,0.2922203242778778,0.316905677318573,0.05322820320725441,0.24842604994773865,0.03774702548980713,0.10467174649238586,0.07703609764575958,0.07120413333177567,0.06170683354139328,0.2179604470729828,0.05169078707695007,0.23781578242778778
sample_000013,0.4121434688568115,-0.4042586386203766,0.16691747307777405,0.07325606048107147,0.08920997381210327,0.03477763384580612,0.23408712446689606,-0.11605179309844971,0.1048811748623848,-0.0564178004860878,0.25960880517959595,0.007596246898174286,0.21114133298397064
sample_000014,1.1476542949676514,1.1476542949676514,1.1978247165679932,1.1978247165679932,0.795653223991394,0.7929765582084656,0.4511331021785736,0.4511331021785736,0.04591049998998642,-0.03381771594285965,0.6242178082466125,-0.5928384065628052,0.7103989720344543
sample_000015,1.1229379177093506,-1.114514708518982,0.8447147607803345,-0.8447147607803345,0.411085844039917,-0.411085844039917,0.8011905550956726,-0.7796028256416321,0.13785681128501892,0.1292710304260254,0.45461225509643555,0.311773419380188,0.6287329792976379
sample_000016,0.963007926940918,-0.963007926940918,0.5526577830314636,-0.5526577830314636,0.38363054394721985,-0.38363054394721985,0.24420501291751862,-0.08960066735744476,0.22328461706638336,0.22328461706638336,0.4040989875793457,0.4040989875793457,0.46181416511535645
