tier,sample,dino_pf,dino_flat,video,action,total_pf,total_flat,seed
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000008__t0024,0.6748865766617912,0.6740693646724079,0.2528604486009365,0.7457277178764343,0.576615194729392,0.576370031132577,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000009__t0020,0.6160998761406575,0.6155640181943112,0.2666144342637757,0.7789888381958008,0.5764098283996504,0.5762490710157464,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000010__t0036,0.5376890654505513,0.5365580836202829,0.2530292753787497,1.0971083641052246,0.6760588478908802,0.6757195533417997,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000011__t0015,0.6298266911741849,0.6316385504937496,0.2443508952163534,0.7518060207366943,0.5629756842118392,0.5635192420077086,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000012__t0018,0.6650412196158715,0.6628571362031517,0.2844764125439236,0.607747495174408,0.5279542877177017,0.5272990626938858,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000013__t0011,0.6246034578159316,0.6258643974129088,0.2243456002644855,1.0180377960205078,0.6618998358323283,0.6622781177114214,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000014__t0012,0.6847567221015909,0.68801160885462,0.2024477958371878,0.7852137088775635,0.580246838932659,0.5812233049585678,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000015__t0011,0.7000192500717257,0.7000342974526675,0.2312281651508692,0.8521050810813904,0.6202162569993346,0.6202207712136172,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000016__t0002,0.583928680919344,0.5840409800049002,0.2533375499020627,1.0352383852005005,0.6652752233266221,0.6653089130522891,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000017__t0039,0.5565817029664901,0.5570032098401503,0.2762529715396798,0.9799050688743592,0.6418124299015946,0.6419388819636926,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000018__t0042,0.5493343925204037,0.5490519306412627,0.2485234779373714,1.2639871835708618,0.7449522345656773,0.744867496001935,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000019__t0016,0.7185479256910723,0.7193133184708302,0.2775065461226861,0.7720574736595154,0.6076393310079337,0.607868948841861,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000020__t0060,0.5839647354628279,0.5837835146260617,0.2339792591141533,1.3049037456512451,0.7673446966335924,0.7672903303825626,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000021__t0004,0.522115126077231,0.5215258242403027,0.2482101982077261,0.8374111652374268,0.5660620633804578,0.5658852728293794,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000022__t0005,0.5635915197614687,0.5637000934153953,0.2079707341641227,0.9600715637207032,0.6154973016659586,0.6155298737621366,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000023__t0016,0.6576666071059598,0.6589094726443203,0.2257541771565407,0.8279662132263184,0.5962127205692775,0.5965855802307857,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000024__t0019,0.6886516805923253,0.6884351235439703,0.2314464261228064,0.5746216177940369,0.5058780791321542,0.5058131120176478,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000025__t0004,0.5869316294345348,0.5868465350997929,0.185740518713558,1.0726581811904907,0.6608649169206241,0.6608393886202015,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000026__t0053,0.5637368073589424,0.5635940243731217,0.2199131355355811,0.9862892031669616,0.6296106641351418,0.6295678292393956,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000027__t0010,0.5731906101053694,0.5735999539539964,0.2203843097379128,1.2992064952850342,0.7577550740669984,0.7578778772215865,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000028__t0057,0.5655918008857179,0.5655742211383131,0.2378617615950052,1.083790898323059,0.6745524280734406,0.6745471541492192,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000029__t0050,0.6077652429736785,0.6069398008282324,0.2412984839015025,1.0665853023529053,0.6813532390037165,0.6811056063600827,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000030__t0045,0.5273720992419589,0.5277139528745225,0.2485945348108441,1.1795231103897097,0.7045992343717247,0.7047017904614938,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000031__t0033,0.5299194856134489,0.5296567533463304,0.2941716121606516,0.680895984172821,0.5195857230013585,0.5195069033212231,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000032__t0017,0.6070481098469099,0.6051655500617761,0.2824105542452559,0.7691752314567566,0.5745076918103524,0.5739429238748123,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000033__t0033,0.5926643469601216,0.5908126607399993,0.1915760900963496,1.0169297456741333,0.6420440293865948,0.6414885235205581,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000034__t0015,0.6660270655537183,0.6661097492437348,0.2497164569817335,0.8125500082969666,0.5997430600794222,0.5997678651864271,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000035__t0013,0.6725072005931337,0.6742185033542059,0.2655147529776889,0.7932443022727966,0.5987043069803655,0.5992176978086872,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000036__t0037,0.5211122681769379,0.5208440384159281,0.2206871988846087,1.0515307188034058,0.6431521276398263,0.6430716587115234,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000037__t0026,0.6010503213594185,0.6008627385937948,0.2731925012570978,0.8777241706848145,0.6133625150588806,0.6133062402291936,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000038__t0037,0.5492145489565421,0.5480046484945345,0.2646798999152375,0.9233155250549316,0.6134945446835065,0.6131315745449043,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000039__t0017,0.6144810289828302,0.6124859228495454,0.2514564583939027,0.9010130763053894,0.6201864767351757,0.6195879448951902,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000040__t0028,0.5484410065379512,0.5482756533762791,0.2163762577251001,0.6333791613578796,0.4827968438220673,0.4827472378735656,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000041__t0031,0.5823731529192784,0.5810046000629143,0.2466205821627222,0.7714228630065918,0.5572672657272368,0.5568566998703277,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000042__t0045,0.5837010583806476,0.5831572952004942,0.2630755016620238,0.8258392214775085,0.5843686566038049,0.5842055276497589,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000043__t0005,0.5681378898792402,0.5685259158482283,0.2069015762812015,1.062985062599182,0.6577058648878054,0.6578222726785018,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000044__t0020,0.600551408101653,0.5992159709798572,0.2108642967214418,0.7113580703735352,0.5279679395963425,0.5275673084598038,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000045__t0039,0.5253387190024082,0.5259181745712228,0.2590717624771711,1.3339289426803589,0.7688947215160173,0.7690685581866616,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000046__t0007,0.6458203007431936,0.6469210243828258,0.2406744382965054,0.9412267804145812,0.6424391338777422,0.642769350969632,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000047__t0031,0.580606624397824,0.5811648811094753,0.3059087546922938,1.0720304250717163,0.6947667837557219,0.6949342607692173,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000048__t0037,0.5605853864223653,0.5609822016060159,0.2333950679976963,1.374315857887268,0.7879204794809257,0.7880395240360208,0
unseen_general,unseen_general__CSCSXX__pick_place_cube_1.18__ep000049__t0021,0.5756753699133899,0.5736423105031313,0.30688332868904,1.074393391609192,0.6945249662244057,0.6939150484013281,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000000__t0024,0.5150589635534689,0.5034271339776358,0.2370411672276736,1.1471377611160278,0.684485143680754,0.680995594808004,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000001__t0031,0.7582194561306181,0.7561875937864032,0.2407654691907764,0.5388876795768738,0.5152505494271679,0.5146409907239033,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000002__t0002,0.2887236360816693,0.2885532984036184,0.1632344286946685,1.6943926811218262,0.8133444918816319,0.8132933905782166,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000003__t0034,0.685202183384039,0.6846810010275548,0.2340829538259555,1.4996694326400757,0.8756533142190287,0.8754969595120834,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000004__t0014,0.335879305539936,0.3310756046577067,0.1436210382634944,1.4863277673721311,0.7383812100898817,0.7369400998252129,0
